六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main launch
信息: Installing and starting initial bundles
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main launch
信息: All initial bundles installed and set to start
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Trying to lock D:\java-develop\tools\apache-karaf\lock
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Lock acquired
六月 02, 2017 10:00:47 上午 org.apache.karaf.main.Main$KarafLockCallback lockAquired
信息: Lock acquired. Setting startlevel to 100
2017-06-02T10:00:48,150 | INFO  | FelixStartLevel  | fileinstall                      | 8 - org.apache.felix.fileinstall - 3.5.8 | Creating configuration from jmx.acl.org.apache.karaf.security.jmx.cfg
2017-06-05T15:46:22,225 | INFO  | FelixFrameworkWiring | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Initialized CamelHttpTransportServlet[name=CamelServlet, contextPath=]
2017-06-05T15:46:22,226 | INFO  | FelixFrameworkWiring | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:22,231 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Attempting to start Camel Context auditCamel
2017-06-05T15:46:22,232 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is starting
2017-06-05T15:46:22,232 | INFO  | Blueprint Event Dispatcher: 1 | ManagedManagementStrategy        | 102 - org.apache.camel.camel-core - 2.19.0 | JMX is enabled
2017-06-05T15:46:22,246 | INFO  | Blueprint Event Dispatcher: 1 | DefaultRuntimeEndpointRegistry   | 102 - org.apache.camel.camel-core - 2.19.0 | Runtime endpoint registry is in extended mode gathering usage statistics of all incoming and outgoing endpoints (cache limit: 1000)
2017-06-05T15:46:22,255 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | StreamCaching is not in use. If using streams then its recommended to enable stream caching. See more details at http://camel.apache.org/stream-caching.html
2017-06-05T15:46:22,262 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Route: route-getAllAudit started and consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:22,263 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Total 1 routes, of which 1 are started.
2017-06-05T15:46:22,263 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) started in 0.031 seconds
2017-06-05T15:46:24,628 | INFO  | qtp720989394-386 | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle client/1.0.0.SNAPSHOT
2017-06-05T15:46:24,629 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Stopping Camel Context auditCamel
2017-06-05T15:46:24,629 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutting down
2017-06-05T15:46:24,630 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Starting to graceful shutdown 1 routes (timeout 300 seconds)
2017-06-05T15:46:24,630 | INFO  | Camel (auditCamel) thread #6 - ShutdownTask | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Route: route-getAllAudit shutdown complete, was consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:24,631 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Graceful shutdown of 1 routes completed in 0 seconds
2017-06-05T15:46:24,633 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) uptime 2.402 seconds
2017-06-05T15:46:24,633 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutdown in 0.004 seconds
2017-06-05T15:46:24,636 | INFO  | qtp720989394-386 | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Destroyed CamelHttpTransportServlet[CamelServlet]
2017-06-05T15:46:24,637 | INFO  | qtp720989394-386 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Unbinding bundle: [client [119]]
2017-06-05T15:46:24,638 | INFO  | qtp720989394-386 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Stopped HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:25,354 | INFO  | qtp720989394-397 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Binding bundle: [client [119]] to http service
2017-06-05T15:46:25,358 | INFO  | qtp720989394-397 | HttpServiceContext               | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | registering context DefaultHttpContext [bundle=client [119], contextID=default], with context-name: 
2017-06-05T15:46:25,359 | INFO  | qtp720989394-397 | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Initialized CamelHttpTransportServlet[name=CamelServlet, contextPath=]
2017-06-05T15:46:25,361 | INFO  | qtp720989394-397 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:25,364 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Attempting to start Camel Context auditCamel
2017-06-05T15:46:25,364 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is starting
2017-06-05T15:46:25,364 | INFO  | Blueprint Event Dispatcher: 1 | ManagedManagementStrategy        | 102 - org.apache.camel.camel-core - 2.19.0 | JMX is enabled
2017-06-05T15:46:25,377 | INFO  | Blueprint Event Dispatcher: 1 | DefaultRuntimeEndpointRegistry   | 102 - org.apache.camel.camel-core - 2.19.0 | Runtime endpoint registry is in extended mode gathering usage statistics of all incoming and outgoing endpoints (cache limit: 1000)
2017-06-05T15:46:25,386 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | StreamCaching is not in use. If using streams then its recommended to enable stream caching. See more details at http://camel.apache.org/stream-caching.html
2017-06-05T15:46:25,393 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Route: route-getAllAudit started and consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:25,393 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Total 1 routes, of which 1 are started.
2017-06-05T15:46:25,394 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) started in 0.029 seconds
2017-06-05T15:46:29,060 | INFO  | qtp720989394-420 | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle client/1.0.0.SNAPSHOT
2017-06-05T15:46:29,060 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Stopping Camel Context auditCamel
2017-06-05T15:46:29,061 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutting down
2017-06-05T15:46:29,062 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Starting to graceful shutdown 1 routes (timeout 300 seconds)
2017-06-05T15:46:29,062 | INFO  | Camel (auditCamel) thread #7 - ShutdownTask | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Route: route-getAllAudit shutdown complete, was consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:29,063 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Graceful shutdown of 1 routes completed in 0 seconds
2017-06-05T15:46:29,065 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) uptime 3.701 seconds
2017-06-05T15:46:29,065 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutdown in 0.004 seconds
2017-06-05T15:46:29,068 | INFO  | qtp720989394-420 | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Destroyed CamelHttpTransportServlet[CamelServlet]
2017-06-05T15:46:29,069 | INFO  | qtp720989394-420 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Unbinding bundle: [client [119]]
2017-06-05T15:46:29,070 | INFO  | qtp720989394-420 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Stopped HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:29,752 | INFO  | qtp720989394-419 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Binding bundle: [client [119]] to http service
2017-06-05T15:46:29,756 | INFO  | qtp720989394-419 | HttpServiceContext               | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | registering context DefaultHttpContext [bundle=client [119], contextID=default], with context-name: 
2017-06-05T15:46:29,757 | INFO  | qtp720989394-419 | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Initialized CamelHttpTransportServlet[name=CamelServlet, contextPath=]
2017-06-05T15:46:29,758 | INFO  | qtp720989394-419 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:29,761 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Attempting to start Camel Context auditCamel
2017-06-05T15:46:29,762 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is starting
2017-06-05T15:46:29,762 | INFO  | Blueprint Event Dispatcher: 1 | ManagedManagementStrategy        | 102 - org.apache.camel.camel-core - 2.19.0 | JMX is enabled
2017-06-05T15:46:29,775 | INFO  | Blueprint Event Dispatcher: 1 | DefaultRuntimeEndpointRegistry   | 102 - org.apache.camel.camel-core - 2.19.0 | Runtime endpoint registry is in extended mode gathering usage statistics of all incoming and outgoing endpoints (cache limit: 1000)
2017-06-05T15:46:29,782 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | StreamCaching is not in use. If using streams then its recommended to enable stream caching. See more details at http://camel.apache.org/stream-caching.html
2017-06-05T15:46:29,788 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Route: route-getAllAudit started and consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:29,789 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Total 1 routes, of which 1 are started.
2017-06-05T15:46:29,789 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) started in 0.027 seconds
2017-06-05T15:46:30,716 | INFO  | qtp720989394-385 | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-two/1.0.0.SNAPSHOT
2017-06-05T15:46:32,500 | INFO  | qtp720989394-386 | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-two/1.0.0.SNAPSHOT
2017-06-05T15:46:33,544 | INFO  | FelixFrameworkWiring | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-two/1.0.0.SNAPSHOT
2017-06-05T15:46:38,209 | INFO  | FelixFrameworkWiring | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-one/1.0.0.SNAPSHOT
2017-06-05T15:46:40,201 | INFO  | FelixFrameworkWiring | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-one/1.0.0.SNAPSHOT
2017-06-05T15:46:43,396 | INFO  | qtp720989394-213 | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-one/1.0.0.SNAPSHOT
2017-06-05T15:46:44,636 | INFO  | qtp720989394-386 | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle imp-two/1.0.0.SNAPSHOT
2017-06-05T15:46:46,388 | INFO  | qtp720989394-420 | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle client/1.0.0.SNAPSHOT
2017-06-05T15:46:46,389 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Stopping Camel Context auditCamel
2017-06-05T15:46:46,389 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutting down
2017-06-05T15:46:46,390 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Starting to graceful shutdown 1 routes (timeout 300 seconds)
2017-06-05T15:46:46,391 | INFO  | Camel (auditCamel) thread #8 - ShutdownTask | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Route: route-getAllAudit shutdown complete, was consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:46,391 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Graceful shutdown of 1 routes completed in 0 seconds
2017-06-05T15:46:46,393 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) uptime 16.631 seconds
2017-06-05T15:46:46,394 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutdown in 0.004 seconds
2017-06-05T15:46:46,396 | INFO  | qtp720989394-420 | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Destroyed CamelHttpTransportServlet[CamelServlet]
2017-06-05T15:46:46,397 | INFO  | qtp720989394-420 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Unbinding bundle: [client [119]]
2017-06-05T15:46:46,398 | INFO  | qtp720989394-420 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Stopped HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:47,272 | INFO  | qtp720989394-419 | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Binding bundle: [client [119]] to http service
2017-06-05T15:46:47,276 | INFO  | qtp720989394-419 | HttpServiceContext               | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | registering context DefaultHttpContext [bundle=client [119], contextID=default], with context-name: 
2017-06-05T15:46:47,277 | INFO  | qtp720989394-419 | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Initialized CamelHttpTransportServlet[name=CamelServlet, contextPath=]
2017-06-05T15:46:47,278 | INFO  | qtp720989394-419 | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:47,281 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Attempting to start Camel Context auditCamel
2017-06-05T15:46:47,281 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is starting
2017-06-05T15:46:47,281 | INFO  | Blueprint Event Dispatcher: 1 | ManagedManagementStrategy        | 102 - org.apache.camel.camel-core - 2.19.0 | JMX is enabled
2017-06-05T15:46:47,293 | INFO  | Blueprint Event Dispatcher: 1 | DefaultRuntimeEndpointRegistry   | 102 - org.apache.camel.camel-core - 2.19.0 | Runtime endpoint registry is in extended mode gathering usage statistics of all incoming and outgoing endpoints (cache limit: 1000)
2017-06-05T15:46:47,314 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | StreamCaching is not in use. If using streams then its recommended to enable stream caching. See more details at http://camel.apache.org/stream-caching.html
2017-06-05T15:46:47,320 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Route: route-getAllAudit started and consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:47,321 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Total 1 routes, of which 1 are started.
2017-06-05T15:46:47,321 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) started in 0.040 seconds
2017-06-05T15:46:48,248 | INFO  | FelixFrameworkWiring | BlueprintExtender                | 12 - org.apache.aries.blueprint.core - 1.8.0 | Destroying BlueprintContainer for bundle client/1.0.0.SNAPSHOT
2017-06-05T15:46:48,249 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Stopping Camel Context auditCamel
2017-06-05T15:46:48,249 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutting down
2017-06-05T15:46:48,250 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Starting to graceful shutdown 1 routes (timeout 300 seconds)
2017-06-05T15:46:48,251 | INFO  | Camel (auditCamel) thread #9 - ShutdownTask | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Route: route-getAllAudit shutdown complete, was consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:48,251 | INFO  | Blueprint Event Dispatcher: 1 | DefaultShutdownStrategy          | 102 - org.apache.camel.camel-core - 2.19.0 | Graceful shutdown of 1 routes completed in 0 seconds
2017-06-05T15:46:48,253 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) uptime 0.972 seconds
2017-06-05T15:46:48,253 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is shutdown in 0.004 seconds
2017-06-05T15:46:48,257 | INFO  | FelixFrameworkWiring | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Destroyed CamelHttpTransportServlet[CamelServlet]
2017-06-05T15:46:48,258 | INFO  | FelixFrameworkWiring | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Unbinding bundle: [client [119]]
2017-06-05T15:46:48,259 | INFO  | FelixFrameworkWiring | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Stopped HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:48,284 | INFO  | FelixFrameworkWiring | HttpServiceFactoryImpl           | 92 - org.ops4j.pax.web.pax-web-runtime - 6.0.3 | Binding bundle: [client [119]] to http service
2017-06-05T15:46:48,288 | INFO  | FelixFrameworkWiring | HttpServiceContext               | 91 - org.ops4j.pax.web.pax-web-jetty - 6.0.3 | registering context DefaultHttpContext [bundle=client [119], contextID=default], with context-name: 
2017-06-05T15:46:48,289 | INFO  | FelixFrameworkWiring | CamelHttpTransportServlet        | 104 - org.apache.camel.camel-servlet - 2.19.0 | Initialized CamelHttpTransportServlet[name=CamelServlet, contextPath=]
2017-06-05T15:46:48,290 | INFO  | FelixFrameworkWiring | ContextHandler                   | 86 - org.eclipse.jetty.util - 9.3.14.v20161028 | Started HttpServiceContext{httpContext=DefaultHttpContext [bundle=client [119], contextID=default]}
2017-06-05T15:46:48,295 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Attempting to start Camel Context auditCamel
2017-06-05T15:46:48,296 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) is starting
2017-06-05T15:46:48,296 | INFO  | Blueprint Event Dispatcher: 1 | ManagedManagementStrategy        | 102 - org.apache.camel.camel-core - 2.19.0 | JMX is enabled
2017-06-05T15:46:48,307 | INFO  | Blueprint Event Dispatcher: 1 | DefaultRuntimeEndpointRegistry   | 102 - org.apache.camel.camel-core - 2.19.0 | Runtime endpoint registry is in extended mode gathering usage statistics of all incoming and outgoing endpoints (cache limit: 1000)
2017-06-05T15:46:48,314 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | StreamCaching is not in use. If using streams then its recommended to enable stream caching. See more details at http://camel.apache.org/stream-caching.html
2017-06-05T15:46:48,319 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Route: route-getAllAudit started and consuming from: servlet:/hello?httpMethodRestrict=GET
2017-06-05T15:46:48,320 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Total 1 routes, of which 1 are started.
2017-06-05T15:46:48,320 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 109 - org.apache.camel.camel-blueprint - 2.19.0 | Apache Camel 2.19.0 (CamelContext: auditCamel) started in 0.024 seconds
六月 05, 2017 3:47:57 下午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Trying to lock D:\java-develop\tools\apache-karaf\lock
六月 05, 2017 3:47:57 下午 org.apache.karaf.main.lock.SimpleFileLock lock
信息: Lock acquired
六月 05, 2017 3:47:57 下午 org.apache.karaf.main.Main$KarafLockCallback lockAquired
信息: Lock acquired. Setting startlevel to 100
2017-06-05T15:47:58,361 | INFO  | FelixStartLevel  | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Starting JMX OSGi agent
2017-06-05T15:47:58,377 | INFO  | FelixStartLevel  | core                             | 16 - org.apache.aries.jmx.core - 1.1.7 | Registering MBean with ObjectName [osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=f3d37eea-1d41-48a4-a712-ea681842819b] for service with service.id [15]
2017-06-05T15:47:58,515 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.bundle.core/4.1.1
2017-06-05T15:47:58,528 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.config.core/4.1.1
2017-06-05T15:47:58,555 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.deployer.kar/4.1.1
2017-06-05T15:47:58,556 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.diagnostic.core/4.1.1
2017-06-05T15:47:58,570 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.features.command/4.1.1
2017-06-05T15:47:58,582 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.instance.core/4.1.1
2017-06-05T15:47:58,596 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-05T15:47:58,597 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Updating commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-05T15:47:58,598 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Updating commands for bundle org.apache.karaf.jaas.command/4.1.1
2017-06-05T15:47:58,602 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.kar.core/4.1.1
2017-06-05T15:47:58,608 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.log.core/4.1.1
2017-06-05T15:47:58,610 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.package.core/4.1.1
2017-06-05T15:47:58,613 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.service.core/4.1.1
2017-06-05T15:47:58,623 | INFO  | FelixStartLevel  | CommandExtension                 | 42 - org.apache.karaf.shell.core - 4.1.1 | Registering commands for bundle org.apache.karaf.shell.commands/4.1.1
